LocationType,LocationName,Address,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Recreation Center,VAN NESS RECREATION CENTER,"5720 2nd Ave., Los Angeles, CA 90043",https://www.laparks.org/reccenter/van-ness,"(323) 296-1559, Alternate: (323) 290-3130",8,33.9905244,-118.3190525
Parks,VAN NORMAN LAKES RESERVOIR,"15800 Rinaldi Street, Granada Hills, CA 91344",https://www.laparks.org/park/van-norman-lakes-reservoir,(818) 756-8189,12,34.2801988,-118.4816518
Free Tennis,VAN NUYS RECREATION CENTER,"14301 Vanowen Ave., Van Nuys, CA 91405",https://www.laparks.org/reccenter/van-nuys,(818) 756-8131,6,34.1939456,-118.4443527
Recreation Center,VAN NUYS RECREATION CENTER,"14301 Vanowen Ave., Van Nuys, CA 91405",https://www.laparks.org/reccenter/van-nuys,(818) 756-8131,6,34.1939456,-118.4443527
Year Round Pool,VAN NUYS SHERMAN OAKS POOL,"14201 Huston St., Van Nuys, CA 91423",https://www.laparks.org/aquatic/year-round/van-nuys-sherman-oaks-pool,(818) 783-6721,4,34.1599316,-118.4421766
Outdoor Fitness,VAN NUYS SHERMAN OAKS RECREATION CENTER,"14201 Huston St., Sherman Oaks, CA 91423",https://www.laparks.org/reccenter/vnso,(818) 783-5121,4,34.1599316,-118.4421766
Playground,VAN NUYS SHERMAN OAKS RECREATION CENTER,"14201 Huston St., Sherman Oaks, CA 91423",https://www.laparks.org/reccenter/vnso,(818) 783-5121,4,34.1599316,-118.4421766
Recreation Center,VAN NUYS SHERMAN OAKS RECREATION CENTER,"14201 Huston St., Sherman Oaks, CA 91423",https://www.laparks.org/reccenter/vnso,(818) 783-5121,4,34.1599316,-118.4421766
Pay Tennis,VAN NUYS SHERMAN OAKS TENNIS COURTS,"14201 Huston St., Sherman Oaks, CA 91423",https://www.laparks.org/sports/tennis/facility/van-nuys-SO,(818) 756-8400,4,34.1599273,-118.4421766
Tennis Court,VAN NUYS SHERMAN OAKS TENNIS COURTS,"14201 Huston St., Sherman Oaks, CA 91423",https://www.laparks.org/sports/tennis/facility/van-nuys-SO,(818) 756-8400,4,34.1599273,-118.4421766
Parks,VANALDEN PARK,"8956 Vanalden Ave., Northridge, CA 91324",https://www.laparks.org/park/vanalden,(818) 756-8189,12,34.2326047,-118.5487917
Beach,VENICE BEACH,"1800 Ocean Front Walk, Venice, CA 90291",https://www.laparks.org/beach/venice-beach,,,33.9856149,-118.4727667
Recreation Center,VENICE BEACH RECREATION CENTER AND OCEAN FRONT WALK (BOARDWALK),"1800 Ocean Front Walk, Venice, CA 90291",https://www.laparks.org/reccenter/venice-beach,(310) 396-6764,11,33.9856149,-118.4727667
Skate Parks,VENICE BEACH SKATE PARK,"1800 Ocean Front Walk Venice, 90291",https://www.laparks.org/skatepark/venice-skate,(310) 396-6794,11,33.9856149,-118.4727667
Year Round Pool,VENICE HIGH SCHOOL INDOOR POOL,"2490 Walgrove Ave., Los Angeles, CA 90066",https://www.laparks.org/aquatic/year-round/venice-high-school-indoor-pool,(310) 575-8260,11,33.9948602,-118.4445097
Summer Pool,VERDUGO HILLS POOL,"10654 Irma Ave., Tujunga, CA 91042",https://www.laparks.org/aquatic/summer/verdugo-hills-pool,(818) 353-1365,7,34.262441,-118.3007798
Parks,VERDUGO MOUNTAIN PARK,"East of Sunland, South of La Tuna Canyon Rd., Los Angeles, CA 91352",https://www.laparks.org/park/verdugo-mountain,(818) 756-8189,7,34.2341142,-118.2915106
Outdoor Fitness,VERMONT AND GAGE PARK,"960 W 62nd Pl Los Angeles, CA 90044",https://www.laparks.org/park/vermont-and-gage-park,(323) 789-2756,9,33.9823914,-118.2906848
Parks,VERMONT AND GAGE PARK,"960 W 62nd Pl Los Angeles, CA 90044",https://www.laparks.org/park/vermont-and-gage-park,(323) 789-2756,9,33.9823914,-118.2906848
Playground,VERMONT AND GAGE PARK,"960 W 62nd Pl Los Angeles, CA 90044",https://www.laparks.org/park/vermont-and-gage-park,(323) 789-2756,9,33.9823914,-118.2906848
Pay Tennis,VERMONT CANYON TENNIS COURT,"2715 Vermont Canyon, Los Angeles, CA 90027",https://www.laparks.org/sports/tennis/facility/vermont-canyon,(323) 664-3521,4,34.1207613,-118.2927376
Tennis Court,VERMONT CANYON TENNIS COURT,"2715 Vermont Canyon, Los Angeles, CA 90027",https://www.laparks.org/sports/tennis/facility/vermont-canyon,(323) 664-3521,4,34.1207613,-118.2927376
Parks,Vermont Miracle Park,"956 W 81st St, Los Angeles, CA 90044",https://www.laparks.org/park/vermont-miracle-park,,,33.9652903,-118.2911157
Parks,VERMONT SQUARE PARK,"1248 W. 47th St., Los Angeles, CA 90037",https://www.laparks.org/park/vermont-square,(323) 296-1559,9,34.0006184,-118.2970645
Dog Parks,Veterans' Barrington Park,"333 South Barrington Ave., Los Angeles CA 90049",https://www.laparks.org/park/veterans-barrington,Phone: (310) 476-4866,11,34.0613139,-118.4688748
Parks,Veterans' Barrington Park,"333 South Barrington Ave., Los Angeles CA 90049",https://www.laparks.org/park/veterans-barrington,Phone: (310) 476-4866,11,34.0613139,-118.4688748
Parks,Via Dolce Park,"3503 Via Dolce, Marina Del Rey, CA 90292",https://www.laparks.org/park/via-dolce-park,,,33.9787302,-118.4622748
Free Tennis,VICTORY VINELAND RECREATION CENTER,"11117 Victory Blvd., North Hollywood, CA 91606",https://www.laparks.org/reccenter/victory-vineland,(818) 985-9516,2,34.1871511,-118.3729288
Recreation Center,VICTORY VINELAND RECREATION CENTER,"11117 Victory Blvd., North Hollywood, CA 91606",https://www.laparks.org/reccenter/victory-vineland,(818) 985-9516,2,34.1871511,-118.3729288
Parks,VIKING PARK,"Nau Ave. and Viking Ave., Northridge, CA 91326",https://www.laparks.org/park/viking,(818) 756-8190,12,34.279843,-118.545231
Parks,VILLA CABRINI PARK,"9401 Cabrini Drive West, Sun Valley, CA 91504",https://www.laparks.org/park/villa-cabrini,(818) 756-8190,7,34.2153391,-118.3385242
Recreation Center,VINEYARD RECREATION / SENIOR CITIZEN CENTER,"2942 Vineyard Ave., Los Angeles, CA 90016",https://www.laparks.org/reccenter/vineyard,(323) 732-2469,10,34.02837,-118.3464617
Senior Citizen Centers,VINEYARD RECREATION / SENIOR CITIZEN CENTER,"2942 Vineyard Ave., Los Angeles, CA 90016",https://www.laparks.org/reccenter/vineyard,(323) 732-2469,10,34.02837,-118.3464617
Parks,VISTA DEL MAR PARK,"Vista Del Mar Blvd and Century Blvd Playa Del Rey, CA 90293",https://www.laparks.org/park/vista-del-mar,(310) 836-1040,11,33.9443107,-118.4416834
Parks,VISTA HERMOSA PARK,"100 N. Toluca St., Los Angeles, CA 90026",https://www.laparks.org/park/vista-hermosa,(213) 250-3578,1,34.0619569,-118.2579459
Recreation Center,WABASH RECREATION CENTER,"2765 Wabash Ave., Los Angeles, CA 90033",https://www.laparks.org/reccenter/wabash,(323) 262-6534,14,34.0506868,-118.1984062
Outdoor Fitness,WALL STREET  PARK,"8620 WALL STREET LOS ANGELES, CA 90003",https://www.laparks.org/park/wall-street-park,(213) 485-1344,9,33.9594976,-118.2714544
Parks,WALL STREET  PARK,"8620 WALL STREET LOS ANGELES, CA 90003",https://www.laparks.org/park/wall-street-park,(213) 485-1344,9,33.9594976,-118.2714544
Parks,WARNER CENTER PARK (Warner Ranch Park),"5800 Topanga Canyon Blvd, Woodland Hills, CA 91367",https://www.laparks.org/park/warner-warner-ranch,(818) 756-8189,3,34.1765118,-118.6035061
Parks,WASHINGTON IRVING POCKET PARK,"4103 W. Washington Blvd., Los Angeles, CA 90018",https://www.laparks.org/park/washington-irving-pocket,(213) 483-4833,10,34.040154,-118.328585
Parks,WATTLES GARDEN PARK,"1850 North Curson Ave., Hollywood, CA 90046",https://www.laparks.org/park/wattles-gardens,(818) 243-1145,4,34.104922,-118.3550239
Banquet,WATTLES MANSION AND GARDENS,"1824 N Curson Ave., Los Angeles, CA 90046",https://www.laparks.org/historic/wattles-mansion-and-gardens,(323) 969-9106,4,34.1043635,-118.3550268
Historic,WATTLES MANSION AND GARDENS,"1824 N Curson Ave., Los Angeles, CA 90046",https://www.laparks.org/historic/wattles-mansion-and-gardens,(323) 969-9106,4,34.1043635,-118.3550268
Horticulture,WATTS SENIOR CITIZEN CENTER,"1657 E. Century Blvd. Los Angeles, CA 90002",https://www.laparks.org/scc/watts,(323) 564-9440,15,33.9457644,-118.2441712
Senior Citizen Centers,WATTS SENIOR CITIZEN CENTER,"1657 E. Century Blvd. Los Angeles, CA 90002",https://www.laparks.org/scc/watts,(323) 564-9440,15,33.9457644,-118.2441712
Outdoor Fitness,WATTS SERENITY PARK AKA MONITOR AVENUE,"11300 Monitor Ave. Los Angeles, CA 90059",https://www.laparks.org/park/watts-serenity-park-aka-monitor-avenue,(323) 566-1416,15,33.9320635,-118.2401945
Parks,WATTS SERENITY PARK AKA MONITOR AVENUE,"11300 Monitor Ave. Los Angeles, CA 90059",https://www.laparks.org/park/watts-serenity-park-aka-monitor-avenue,(323) 566-1416,15,33.9320635,-118.2401945
Outdoor Fitness,WEST ADAMS HEIGHTS PARK,"1903 WEST CORDOVA LOS ANGELES , CA 90018",https://www.laparks.org/park/west-adams-heights-park,(213) 483-4833,10,34.0390794,-118.3004252
Parks,WEST ADAMS HEIGHTS PARK,"1903 WEST CORDOVA LOS ANGELES , CA 90018",https://www.laparks.org/park/west-adams-heights-park,(213) 483-4833,10,34.0390794,-118.3004252
Recreation Center,WEST HILLS SPORTS CENTER/ADAM BISCHOFF SOCCER FIELDS,"6900 Valley Circle Drive, West Hills, CA 91307",https://www.laparks.org/reccenter/west-hills-sports-centeradam-bischoff-soccer-fields,,12,34.1959731,-118.6567118
Summer Pool,WESTCHESTER POOL,"9100 Lincoln Blvd., Los Angeles, CA 90045",https://www.laparks.org/aquatic/summer/westchester-pool,(310) 641-8734,11,33.9576739,-118.4166968
Playground,WESTCHESTER RECREATION CENTER,"7000 W. Manchester Ave., Los Angeles, CA 90045",https://www.laparks.org/reccenter/westchester,(310) 670-7473,11,33.9578552,-118.4165336
Recreation Center,WESTCHESTER RECREATION CENTER,"7000 W. Manchester Ave., Los Angeles, CA 90045",https://www.laparks.org/reccenter/westchester,(310) 670-7473,11,33.9578552,-118.4165336
Senior Citizen Centers,WESTCHESTER SENIOR CITIZEN CENTER,"8740 Lincoln Blvd. Los Angeles, CA 90045",https://www.laparks.org/scc/westchester,(310) 649-3319,11,33.9586218,-118.4173326
Skate Parks,WESTCHESTER SKATE PARK,"7000 West Manchester Ave., Los Angeles, CA 90045",https://www.laparks.org/skatepark/westchester-skate,(310) 670-7473,11,33.9595171,-118.4154114
Pay Tennis,WESTCHESTER TENNIS COURTS,"7000 W. Manchester Ave., Los Angeles, CA 90045",https://www.laparks.org/sports/tennis/facility/westchester,(310) 338-1260,11,33.9595171,-118.4154114
Tennis Court,WESTCHESTER TENNIS COURTS,"7000 W. Manchester Ave., Los Angeles, CA 90045",https://www.laparks.org/sports/tennis/facility/westchester,(310) 338-1260,11,33.9595171,-118.4154114
Dog Parks,WESTMINSTER DOG PARK,"1234 Pacific Avenue Venice, CA 90291",https://www.laparks.org/dogpark/westminster,Contact Venice Beach Rec Center: (310) 396-6794,11,33.9896858,-118.4738149
Outdoor Fitness,WESTSIDE NEIGHBORHOOD PARK,"3085 Clyde Ave., Los Angeles, CA 90016",https://www.laparks.org/park/westside-neighborhood,(310) 836-1040,10,34.02953658,-118.3703685
Parks,WESTSIDE NEIGHBORHOOD PARK,"3085 Clyde Ave., Los Angeles, CA 90016",https://www.laparks.org/park/westside-neighborhood,(310) 836-1040,10,34.02953658,-118.3703685
Playground,WESTSIDE NEIGHBORHOOD PARK,"3085 Clyde Ave., Los Angeles, CA 90016",https://www.laparks.org/park/westside-neighborhood,(310) 836-1040,10,34.02953658,-118.3703685
Year Round Pool,WESTWOOD POOL,"1350 S. Sepulveda Blvd., Los Angeles, CA 90025",https://www.laparks.org/aquatic/year-round/westwood-pool,(310) 478-7019,5,34.0531294,-118.4481111
Outdoor Fitness,WESTWOOD RECREATION CENTER,"1350 Sepulveda Blvd., Los Angeles, CA 90025",https://www.laparks.org/reccenter/westwood,(310) 473-3610,5,34.0531294,-118.4481111
Recreation Center,WESTWOOD RECREATION CENTER,"1350 Sepulveda Blvd., Los Angeles, CA 90025",https://www.laparks.org/reccenter/westwood,(310) 473-3610,5,34.0531294,-118.4481111
Pay Tennis,WESTWOOD TENNIS COURTS,"1350 Sepulveda Blvd., L.A., CA. 90024",https://www.laparks.org/sports/tennis/facility/westwood,(310) 575-8299,5,34.0531294,-118.4481111
Tennis Court,WESTWOOD TENNIS COURTS,"1350 Sepulveda Blvd., L.A., CA. 90024",https://www.laparks.org/sports/tennis/facility/westwood,(310) 575-8299,5,34.0531294,-118.4481111
Horticulture,WHITE POINT PARK (NATURE PRESERVE),"1600 W. Paseo del Mar, San Pedro, CA 90731",https://www.laparks.org/park/white-point,(310) 561-0917,15,33.7160078,-118.3164079
Museums,WHITE POINT PARK (NATURE PRESERVE),"1600 W. Paseo del Mar, San Pedro, CA 90731",https://www.laparks.org/park/white-point,(310) 561-0917,15,33.7160078,-118.3164079
Parks,WHITE POINT PARK (NATURE PRESERVE),"1600 W. Paseo del Mar, San Pedro, CA 90731",https://www.laparks.org/park/white-point,(310) 561-0917,15,33.7160078,-118.3164079
Dog Parks,WHITNALL OFF-LEASH DOG PARK,"5801 1/2 Whitnall Highway North Hollywood, CA 91601",https://www.laparks.org/dogpark/whitnall,(818) 756-8190,2,34.176037,-118.362663
Parks,WHITSETT FIELDS PARK,"12240 Archwood St., North Hollywood, CA 91605",https://www.laparks.org/park/whitsett-fields,(818) 765-5885,2,34.1920199,-118.4002565
Parks,WILACRE PARK,"12601 Mulholland Dr., Studio City, CA 91604 (Adjacent to Coldwater Canyon Park)",https://www.laparks.org/park/wilacre,(818) 756-8189,4,34.1342469,-118.4031659
Parks,WILBUR-TAMPA PARK,"12001 Wilbur Ave., Northridge, CA 91326",https://www.laparks.org/park/wilbur-tampa,(818) 349-7341,12,34.2894218,-118.5571307
Parks,WILDER'S ADDITION PARK,"607 Paseo Del Mar, San Pedro, CA 90731",https://www.laparks.org/park/wilders-addition,(310) 548-7705,15,33.7112079,-118.3024657
Parks,WILLIAM S. HART PARK,"8341 De Longpre Ave., Los Angeles, CA 90069",https://www.laparks.org/park/william-s-hart,(323) 848-6308,,34.0953006,-118.3717535
Outdoor Fitness,WILMINGTON RECREATION CENTER,"325 N. Neptune Ave., Wilmington, CA 90744",https://www.laparks.org/reccenter/wilmington,(310) 548-7645,15,33.7732849,-118.2684506
Recreation Center,WILMINGTON RECREATION CENTER,"325 N. Neptune Ave., Wilmington, CA 90744",https://www.laparks.org/reccenter/wilmington,(310) 548-7645,15,33.7732849,-118.2684506
Skate Parks,WILMINGTON SKATE PARK (AKA Ambassador Skate Plaza),"325 Neptune Ave., Wilmington, CA 90744",https://www.laparks.org/skatepark/wilmington-skate,(310) 548-7645,15,33.7732849,-118.2684506
Parks,WILMINGTON TOWN SQUARE PARK,"105 West ""I"" Street Wilmington, CA 90744",https://www.laparks.org/park/wilmington-town-square,(310) 548-7519,15,33.7812283,-118.2626878
Golf,Wilson Golf Course,"4730 Crystal Springs Dr. Los Angeles, CA 90027",https://www.laparks.org/golf/wilson-golf-course,,4,34.141291,-118.283276
Recreation Center,WINNETKA RECREATION CENTER,"8401 Winnetka Ave., Winnetka, CA 91306",https://www.laparks.org/reccenter/winnetka,(818) 756-7876,3,34.222191,-118.5710242
Parks,WOODBINE PARK,"3409 S. Vinton Ave., Los Angeles, CA 90034",https://www.laparks.org/park/woodbine,(310) 840-2186,5,34.0281061,-118.4083329
Outdoor Fitness,WOODBRIDGE PARK,"11240 Moorpark St., Studio City, CA 91602",https://www.laparks.org/park/woodbridge,(818) 769-4415,2,34.1503603,-118.3755359
Parks,WOODBRIDGE PARK,"11240 Moorpark St., Studio City, CA 91602",https://www.laparks.org/park/woodbridge,(818) 769-4415,2,34.1503603,-118.3755359
Summer Pool,WOODLAND HILLS POOL,"5858 Shoup Ave., Woodland Hills, CA 91367",https://www.laparks.org/aquatic/summer/woodland-hills-pool,(818) 704-1509,3,34.177124,-118.613398
Free Tennis,WOODLAND HILLS RECREATION CENTER,"5858 Shoup Ave., Woodland Hills, CA 91367",https://www.laparks.org/reccenter/woodland-hills,(818) 883-9370,3,34.177124,-118.613398
Recreation Center,WOODLAND HILLS RECREATION CENTER,"5858 Shoup Ave., Woodland Hills, CA 91367",https://www.laparks.org/reccenter/woodland-hills,(818) 883-9370,3,34.177124,-118.613398
Golf,Woodley Lakes Golf Course,"6331 Woodley Ave. Van Nuys, CA 91406",https://www.laparks.org/golf/woodley-lakes-golf-course,,6,34.18343,-118.49235
Outdoor Fitness,WOODLEY PARK,"6350 Woodley Ave., Van Nuys, CA 91436",https://www.laparks.org/park/woodley,(818) 756-8060,6,34.1786563,-118.4764638
Parks,WOODLEY PARK,"6350 Woodley Ave., Van Nuys, CA 91436",https://www.laparks.org/park/woodley,(818) 756-8060,6,34.1786563,-118.4764638
Outdoor Fitness,YORK BOULEVARD PARK,"4948 York Blvd Los Angeles, CA 90042",https://www.laparks.org/park/york-boulevard-park,(323) 255-0373 (Permits Only),14,34.1215384,-118.2073771
Parks,YORK BOULEVARD PARK,"4948 York Blvd Los Angeles, CA 90042",https://www.laparks.org/park/york-boulevard-park,(323) 255-0373 (Permits Only),14,34.1215384,-118.2073771
Summer Pool,YOSEMITE POOL,"1840 Yosemite Dr., Los Angeles, CA 90041",https://www.laparks.org/aquatic/summer/yosemite-pool,(323) 226-1668,14,34.1336958,-118.2078194
Free Tennis,YOSEMITE RECREATION CENTER,"1840 Yosemite Dr., Los Angeles, CA 90041",https://www.laparks.org/reccenter/yosemite,(323) 257-1644,14,34.1336958,-118.2078194
Recreation Center,YOSEMITE RECREATION CENTER,"1840 Yosemite Dr., Los Angeles, CA 90041",https://www.laparks.org/reccenter/yosemite,(323) 257-1644,14,34.1336958,-118.2078194
Recreation Center,YUCCA COMMUNITY CENTER,"6671 Yucca St., Hollywood, CA 90028",https://www.laparks.org/reccenter/yucca-community,(323) 957-6339,13,34.103349,-118.335749
Parks,Yucca Park,"6671 Yucca St., Hollywood, CA 90028",https://www.laparks.org/park/yucca,(323) 957-6339,13,34.103349,-118.335749
Parks,ZELZAH PARK,"11690 Zelzah Ave., Granada Hills, CA 91344",https://www.laparks.org/park/zelzah,(818) 349-7341,12,34.2823539,-118.5254214
