,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
264,200104550,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,845,1,Central,166,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0906 0329 1402 0447,55,M,W,517.0,MISSIONS/SHELTERS,,,IC,Invest Cont,740.0,998.0,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
265,200104551,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1300,1,Central,192,1,761,BRANDISH WEAPON,0334 1606 1822 1402,43,M,H,118.0,CONSTRUCTION SITE,215.0,MACHETE,IC,Invest Cont,761.0,998.0,,,1400 S  FIGUEROA                     ST,,34.0393,-118.2689
266,211613998,11/08/2021 12:00:00 AM,11/01/2020 12:00:00 AM,1845,16,Foothill,1635,2,354,THEFT OF IDENTITY,,64,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10500    WOLDRICH                     ST,,34.2719,-118.3592
267,200104556,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,200,1,Central,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2034 1822 0377 1218,56,M,O,102.0,SIDEWALK,,,IC,Invest Cont,440.0,,,,300 E  5TH                          ST,,34.0453,-118.2443
268,200104558,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,820,1,Central,164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 0411 0445,34,M,B,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626.0,,,,7TH,LOS ANGELES,34.0433,-118.2504
269,200104573,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,540,1,Central,138,1,330,BURGLARY FROM VEHICLE,1300 0344,30,M,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,400 E  3RD                          ST,,34.0473,-118.2425
270,200104576,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1600,1,Central,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822,35,M,A,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
271,200104577,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1900,1,Central,192,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VENICE,FLOWER,34.0372,-118.2694
272,200104578,01/09/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2350,1,Central,138,2,888,TRESPASSING,2004 0444 2001 2003 1822 2002,36,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,200 S  SAN PEDRO                    ST,,34.0493,-118.2418
273,200104579,01/09/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1920,1,Central,111,1,310,BURGLARY,1610 1822 0344 0329 0321,25,F,W,719.0,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,310.0,,,,800 N  HILL                         ST,,34.0628,-118.2395
274,200104580,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1630,1,Central,152,1,480,BIKE - STOLEN,1822 1202 0344,67,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,480.0,,,,600 W  7TH                          ST,,34.0491,-118.2558
275,200104582,01/09/2020 12:00:00 AM,01/06/2020 12:00:00 AM,800,1,Central,176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 2032,37,M,W,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,700 S  LOS ANGELES                  ST,,34.0433,-118.2504
276,200101185,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,1810,1,Central,174,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 1414 0913 1100 1402 0430,57,M,B,108.0,PARKING LOT,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230.0,998.0,,,700 S  SPRING                       ST,,34.044,-118.2528
277,200104584,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1,1,Central,162,2,662,"BUNCO, GRAND THEFT",0701 0800,40,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,800 S  HILL                         ST,,34.0462,-118.2585
278,201014375,10/24/2020 12:00:00 AM,10/23/2020 12:00:00 AM,2330,10,West Valley,1025,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1420,0,M,W,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740.0,,,,6800    RESEDA                       BL,,34.1939,-118.536
279,200104588,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1,1,Central,119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0910 2032 1822,59,F,A,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440.0,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
280,200104590,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1750,1,Central,153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,34,M,B,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,500 S  BROADWAY,,34.0481,-118.2507
281,200104594,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2145,1,Central,152,2,624,BATTERY - SIMPLE ASSAULT,0910 0416 2004 1822,20,M,H,903.0,MTA - RED LINE - 7TH AND METRO CENTER,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585
282,200104598,01/09/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2200,1,Central,105,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1202,69,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,400    SAVOY                        ST,,34.0695,-118.2324
283,200104603,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,700,1,Central,119,1,480,BIKE - STOLEN,0910 0344 2004 2052 1414,0,X,X,900.0,MTA - RED LINE - UNION STATION,,,AA,Adult Arrest,480.0,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
284,200106170,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2145,1,Central,124,2,946,OTHER MISCELLANEOUS CRIME,1501 1300,0,M,O,101.0,STREET,,,AA,Adult Arrest,946.0,,,,100 W  1ST                          ST,,34.0522,-118.2434
285,200104609,01/09/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1555,1,Central,119,1,220,ATTEMPTED ROBBERY,0910 1822 0305 1414,58,F,W,900.0,MTA - RED LINE - UNION STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374
286,200321313,12/06/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1530,3,Southwest,361,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AO,Adult Other,510.0,,,,3900    STEVELY                      AV,,34.0159,-118.3536
287,200104613,01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,800,1,Central,182,1,330,BURGLARY FROM VEHICLE,0386 0344,33,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,900 S  HILL                         ST,,34.042,-118.2625
288,200104616,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1930,1,Central,192,1,330,BURGLARY FROM VEHICLE,1307 0344,28,F,K,101.0,STREET,,,IC,Invest Cont,330.0,,,,W  17TH                         ST,S  HILL                         ST,34.0345,-118.266
289,200104617,01/09/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1415,1,Central,162,1,330,BURGLARY FROM VEHICLE,1307 0344,31,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,700 S  GRAND                        AV,,34.0473,-118.2566
290,200104619,01/08/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1300,1,Central,138,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0397 0344 0947,38,M,C,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,200 S  SAN PEDRO                    ST,,34.0493,-118.2418
291,200604186,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1900,6,Hollywood,636,2,649,DOCUMENT FORGERY / STOLEN FELONY,1402,0,X,X,101.0,STREET,,,AA,Adult Arrest,649.0,998.0,,,6500    YUCCA                        ST,,34.1039,-118.3318
292,200218333,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1700,2,Rampart,251,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0432 0400 1240 0913,25,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,434.0,626.0,,,WILSHIRE,RAMPART,34.0609,-118.2823
293,200610130,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,1130,6,Hollywood,645,1,210,ROBBERY,0325 0601 0104 0400 0945 1822,0,X,X,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,7000 W  SUNSET                       BL,,34.098,-118.3416
294,200320020,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1030,3,Southwest,376,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2000 1814,25,M,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,3900    DENKER                       AV,,34.0153,-118.3045
295,200104657,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1015,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0917 0416 0447,34,F,H,202.0,LIQUOR STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,700 N  MAIN                         ST,,34.0583,-118.2378
296,200104658,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,930,1,Central,152,2,946,OTHER MISCELLANEOUS CRIME,0112 1414 1822,41,M,H,108.0,PARKING LOT,,,IC,Invest Cont,946.0,,,,700    WILSHIRE                     BL,,34.0487,-118.2571
297,200104660,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2330,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,49,F,O,244.0,TOBACCO SHOP,,,IC,Invest Cont,740.0,,,,400 W  8TH                          ST,,34.0445,-118.2558
298,200210168,05/14/2020 12:00:00 AM,05/12/2020 12:00:00 AM,2100,2,Rampart,266,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 S  UNION                        AV,,34.0531,-118.2738
299,200104663,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1539,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 2004,20,F,H,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,700 W  7TH                          ST,,34.048,-118.2577
300,200104664,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1900,1,Central,156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0906 0913 2000 1814 0408 1218 2004,45,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,500    WALL                         ST,,34.0449,-118.2458
301,200104670,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2100,1,Central,164,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 0329 1822,30,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,6TH,LOS ANGELES,34.0446,-118.249
302,200104673,01/09/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1000,1,Central,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0352,27,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,600 S  FLOWER                       ST,,34.0502,-118.2574
303,200104674,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2130,1,Central,138,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0411 0913 1402 1414 1814 0329,38,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216.0,SCISSORS,AA,Adult Arrest,236.0,998.0,,,200 S  LOS ANGELES                  ST,,34.0503,-118.2433
304,200104682,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1650,1,Central,151,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0947,32,M,W,744.0,HIGH-RISE BUILDING,,,IC,Invest Cont,440.0,,,,1000    WILSHIRE                     BL,,34.0511,-118.2608
305,200104683,01/10/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1445,1,Central,174,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,39,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,E  8TH                          ST,S  LOS ANGELES                  ST,34.0419,-118.2523
306,201610902,07/09/2020 12:00:00 AM,07/09/2020 12:00:00 AM,1755,16,Foothill,1675,1,210,ROBBERY,0344 0375,35,F,O,210.0,RESTAURANT/FAST FOOD,104.0,SHOTGUN,AA,Adult Arrest,210.0,,,,8700    SUNLAND                      BL,,34.2309,-118.3727
307,200104691,01/09/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1900,1,Central,111,1,350,"THEFT, PERSON",0344 0416 0377 1822 0305,64,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,ALPINE                       ST,BROADWAY                     ST,34.0623,-118.2383
308,200104696,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,855,1,Central,166,2,624,BATTERY - SIMPLE ASSAULT,0416 1218 1822 1019,57,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH,SAN JULIAN,34.0428,-118.2461
309,200104697,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1830,1,Central,138,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,34,F,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,300 E  2ND                          ST,,34.0493,-118.2418
310,200104700,01/10/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1845,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0377 0329,29,M,W,108.0,PARKING LOT,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330.0,,,,900 S  BROADWAY,,34.0423,-118.2561
311,200104702,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,435,1,Central,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 0416,0,X,X,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,1300 S  HOPE                         ST,,34.0395,-118.2656
312,200104703,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1400,1,Central,119,1,330,BURGLARY FROM VEHICLE,1307 0344,27,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,700    CENTER                       ST,,34.0536,-118.2313
313,200104704,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2100,1,Central,138,1,330,BURGLARY FROM VEHICLE,1307 0344,0,X,X,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,300 E  2ND                          ST,,34.0493,-118.2418
314,200104706,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1440,1,Central,105,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1259 1309 1414 1251,17,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,COTTAGE HOME                 ST,N  BROADWAY,34.0673,-118.2354
315,200104708,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1430,1,Central,105,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,17,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,COTTAGE HOME                 ST,N  BROADWAY,34.0673,-118.2354
316,212017732,10/19/2021 12:00:00 AM,07/05/2020 12:00:00 AM,439,20,Olympic,2014,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2034 2014 1822 0515 0522,26,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,310.0,815.0,,,100 S  NORMANDIE                    AV,,34.0726,-118.3029
317,200104711,01/10/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2200,1,Central,162,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1822 1402 2004 0416 1601 0408 0409 1415 1218,32,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815.0,998.0,,,7TH                          ST,HOPE                         ST,34.0487,-118.2588
318,200104713,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1100,1,Central,154,2,900,VIOLATION OF COURT ORDER,0913 1501,53,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900.0,,,,500 S  MAIN                         ST,,34.0467,-118.2485
319,200104715,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1045,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,FACTORY                      PL,ALAMEDA                      ST,34.0391,-118.2384
320,211115965,12/02/2021 12:00:00 AM,05/13/2020 12:00:00 AM,930,11,Northeast,1172,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,O,101.0,STREET,,,IC,Invest Cont,946.0,,,,2200 W  FOX                          LN,,34.0888,-118.2596
321,200104717,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1130,1,Central,159,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 1822 0329,46,F,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,400 S  ALAMEDA                      ST,,34.0433,-118.2381
322,200104718,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1315,1,Central,153,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,55,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,5TH                          ST,BROADWAY,34.0481,-118.2507
323,200104719,01/10/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1200,1,Central,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0910 2034 1822,33,M,B,802.0,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,,,IC,Invest Cont,341.0,,,,GRAND                        ST,OLYMPIC,34.0416,-118.262
324,211204915,01/14/2021 12:00:00 AM,04/25/2020 12:00:00 AM,1,12,77th Street,1258,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,,0,X,X,726.0,POLICE FACILITY,,,AA,Adult Arrest,845.0,,,,7600 S  BROADWAY,,33.9703,-118.2783
325,200104721,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,700,1,Central,158,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600    CERES                        AV,,34.0398,-118.2413
326,211613989,12/01/2021 12:00:00 AM,12/14/2020 12:00:00 AM,1905,16,Foothill,1682,2,354,THEFT OF IDENTITY,0928,33,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,11700    PENDLETON                    ST,,34.2276,-118.3955
327,200104726,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1330,1,Central,162,1,310,BURGLARY,0344 1605 0361 1414,27,M,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310.0,,,,800 S  OLIVE                        ST,,34.0452,-118.2569
328,200104727,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1030,1,Central,134,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,48,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 S  BROADWAY,,34.051,-118.248
329,200312028,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,125,3,Southwest,312,1,251,SHOTS FIRED AT INHABITED DWELLING,0329 1202 1822,60,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,251.0,,,,2900 S  REDONDO                      BL,,34.0271,-118.3585
330,200104734,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2100,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4TH                          ST,4TH                          PL,34.0434,-118.2349
331,200104735,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2100,1,Central,138,1,220,ATTEMPTED ROBBERY,0416 1822 1402 1414 1309,30,M,A,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220.0,,,,2ND                          ST,LOS ANGELES,34.0503,-118.2433
332,200104736,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,10,1,Central,158,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1218 2004 1814 0419,45,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,CERES                        AV,7TH                          ST,34.038,-118.243
333,200105947,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1730,1,Central,159,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1800    INDUSTRIAL                   ST,,34.0359,-118.2344
334,200104737,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,40,1,Central,139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0429 0416 1402 1414 1822,26,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,998.0,,,HEWITT,TRACTION,34.0454,-118.236
335,200104738,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,40,1,Central,139,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0429 0416 1402 1822 1414,26,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,998.0,,,HEWITT,TRACTION,34.0454,-118.236
336,200104739,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2335,1,Central,171,2,624,BATTERY - SIMPLE ASSAULT,0522 1822,28,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,800 W  OLYMPIC                      BL,,34.045,-118.264
337,200104740,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2100,1,Central,192,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0407 1218 1414 1820,36,M,H,501.0,SINGLE FAMILY DWELLING,506.0,FIRE,IC,Invest Cont,230.0,,,,1800 S  FLOWER                       ST,,34.0353,-118.2698
338,200104741,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1000,1,Central,174,1,330,BURGLARY FROM VEHICLE,1307 0344 1609 1822,0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,700 S  MAIN                         ST,,34.0439,-118.2514
339,200104742,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2258,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1609 1822,33,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,OLIVE,9TH,34.0437,-118.2582
340,200104743,01/11/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1400,1,Central,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344 1822,27,M,W,101.0,STREET,,,IC,Invest Cont,341.0,,,,500 W  6TH                          ST,,34.0481,-118.2542
341,200104744,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,220,1,Central,111,1,320,"BURGLARY, ATTEMPTED",1607 1822 1414 0329 2004,0,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,320.0,,,,700 N  ALAMEDA                      ST,,34.0615,-118.2412
342,200104745,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2345,1,Central,192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0417 2004 0329 1822,0,M,W,701.0,HOSPITAL,,,AA,Adult Arrest,740.0,,,,1300 S  HOPE                         ST,,34.0395,-118.2656
343,200104749,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2000,1,Central,148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,48,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,600 E  5TH                          ST,,34.0438,-118.2416
344,200104750,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,720,1,Central,143,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910 2004 1414 1307 0913,0,M,W,124.0,BUS STOP,,,IC,Invest Cont,740.0,,,,5TH,BROADWAY,34.0481,-118.2507
345,200104752,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1045,1,Central,158,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913 2032,28,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,500    CERES                        AV,,34.0416,-118.2398
346,200104754,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1015,1,Central,145,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1414,58,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,LOS ANGELES,5TH                          ST,34.0461,-118.2476
347,200104755,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,954,1,Central,156,2,624,BATTERY - SIMPLE ASSAULT,1402 0416 1822,51,M,W,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,998.0,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
